"county","year","household_type","housing_burden","share","source"
"Sonoma","2,023","Renter","At least 35% of income","0.445658136","ACS_B25074_1YR"
"Alameda","2,024","Renter","Less than 20% of income","0.24641818762","ACS_B25074_1YR"
"Contra Costa","2,024","Renter","Less than 20% of income","0.18995840618","ACS_B25074_1YR"
"Marin","2,024","Renter","Less than 20% of income","0.19011077775","ACS_B25074_5YR"
"Napa","2,024","Renter","Less than 20% of income","0.21285928662","ACS_B25074_5YR"
"San Francisco","2,024","Renter","Less than 20% of income","0.37467800969","ACS_B25074_1YR"
"San Mateo","2,024","Renter","Less than 20% of income","0.30384934156","ACS_B25074_1YR"
"Santa Clara","2,024","Renter","Less than 20% of income","0.330532307","ACS_B25074_1YR"
"Solano","2,024","Renter","Less than 20% of income","0.16312005492","ACS_B25074_5YR"
"Sonoma","2,024","Renter","Less than 20% of income","0.18640718374","ACS_B25074_1YR"
"Alameda","2,024","Renter","20% to 34% of income","0.32433081353","ACS_B25074_1YR"
"Contra Costa","2,024","Renter","20% to 34% of income","0.32144596396","ACS_B25074_1YR"
"Marin","2,024","Renter","20% to 34% of income","0.3379875375","ACS_B25074_5YR"
"Napa","2,024","Renter","20% to 34% of income","0.33781599908","ACS_B25074_5YR"
"San Francisco","2,024","Renter","20% to 34% of income","0.312300366","ACS_B25074_1YR"
"San Mateo","2,024","Renter","20% to 34% of income","0.32409982503","ACS_B25074_1YR"
"Santa Clara","2,024","Renter","20% to 34% of income","0.30022276055","ACS_B25074_1YR"
"Solano","2,024","Renter","20% to 34% of income","0.34336500596","ACS_B25074_5YR"
"Sonoma","2,024","Renter","20% to 34% of income","0.36864071837","ACS_B25074_1YR"
"Alameda","2,024","Renter","At least 35% of income","0.42925099886","ACS_B25074_1YR"
"Contra Costa","2,024","Renter","At least 35% of income","0.48859562985","ACS_B25074_1YR"
"Marin","2,024","Renter","At least 35% of income","0.47190168474","ACS_B25074_5YR"
"Napa","2,024","Renter","At least 35% of income","0.4493247143","ACS_B25074_5YR"
"San Francisco","2,024","Renter","At least 35% of income","0.31302162431","ACS_B25074_1YR"
"San Mateo","2,024","Renter","At least 35% of income","0.37205083341","ACS_B25074_1YR"
"Santa Clara","2,024","Renter","At least 35% of income","0.36924493245","ACS_B25074_1YR"
"Solano","2,024","Renter","At least 35% of income","0.49351493912","ACS_B25074_5YR"
"Sonoma","2,024","Renter","At least 35% of income","0.44495209789","ACS_B25074_1YR"
